Method, Min_Attack, Max_Attack, Min_Lift, Max_Lift, Angle_1, Angle_2, Angle_3, Time, Hits, Misses, Fail_0, Fail_1, Fail_2, Fail_3, Fail_4, Avg_Error, Std_Dev, Min_Error, Max_Error, Rng_0%, Rng_1%, Rng_2%, Rng_3%, Rng_4%, Rng_5%, Rng_6%, Rng_7%, Rng_8%, Rng_9%, Rng_10%, Rng_11%, Rng_12%, Rng_13%, Rng_14%, Rng_15%
EC, 60, 90, 10, 20, 0, 33, 65, 3.176386, 999946, 54, 0, 54, 0, 0, 0, 2.82997e-05, 0.00315974, 5.72775e-19, 0.926468, 0.005100, 0.024900, 0.027100, 0.053300, 0.088200, 0.150300, 0.282800, 0.748700,  1.518600, 2.793100, 5.614500, 12.444800, 40.978100, 31.668400, 3.476400, 0.120300

LT, 60, 90, 10, 20, 0, 30, 200, 1.884989, 1000000, 0, 0, 0, 0, 0, 0, 1.02625e-10, 4.55057e-08, 0, 3.77831e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.000700, 0.002200, 0.007000,  0.025800, 0.144800, 1.117400, 6.333400, 39.683500, 43.785900, 8.791400, 0.107500
EC, 60, 90, 10, 20, 0, 30, 200, 3.095768, 1000000, 0, 0, 0, 0, 0, 0, 1.68431e-06, 0.000812245, 0, 0.630752, 0.000400, 0.000600, 0.000300, 0.000500, 0.001500, 0.004300, 0.006600, 0.052800,  0.427300, 0.989600, 2.168100, 6.329600, 30.380500, 52.224100, 7.117300, 0.296500

LT, 60, 90, 10, 20, 0, 130, 250, 1.850408, 1000000, 0, 0, 0, 0, 0, 0, 1.23572e-09, 7.10162e-07, 0, 0.000607756, 0.000000, 0.000000, 0.000000, 0.000300, 0.000300, 0.001000, 0.003400, 0.012000,  0.034900, 0.117400, 0.433600, 2.197000, 10.052600, 61.161200, 25.217300, 0.769000
EC, 60, 90, 10, 20, 0, 130, 250, 3.077970, 999997, 3, 0, 3, 0, 0, 0, 9.67589e-06, 0.00224749, 0, 0.978517, 0.001300, 0.005400, 0.004800, 0.007900, 0.018300, 0.028200, 0.055000, 0.100600,  0.187400, 0.411600, 1.322100, 6.650900, 16.805500, 47.378600, 25.539900, 1.482200

LT, 60, 90, 10, 20, 0, 24, 55, 1.752806, 1000000, 0, 0, 0, 0, 0, 0, 2.38074e-10, 1.01341e-07, 2.71627e-16, 7.5426e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000500, 0.001000, 0.003500, 0.018600,  0.082300, 0.548600, 5.559400, 50.848900, 36.049900, 6.702000, 0.184500, 0.000800
EC, 60, 90, 10, 20, 0, 24, 55, 3.199137, 999946, 54, 0, 54, 0, 0, 0, 3.4564e-05, 0.00335561, 5.57996e-17, 0.97201, 0.008100, 0.027000, 0.033500, 0.060400, 0.108200, 0.183900, 0.350400, 1.063800,  1.895600, 3.148400, 5.002100, 4.937500, 43.001300, 35.856000, 4.092400, 0.226000

LT, 60, 90, 10, 20, 0, 190, 210, 1.801562, 1000000, 0, 0, 0, 0, 0, 0, 3.88363e-08, 3.30057e-05, 2.51458e-16, 0.0329284, 0.000000, 0.000100, 0.000300, 0.000500, 0.001800, 0.006000, 0.021500, 0.062800,  0.196400, 0.714100, 3.183600, 15.015400, 66.020100, 14.145100, 0.630000, 0.002300
EC, 60, 90, 10, 20, 0, 190, 210, 3.073975, 999990, 10, 0, 9, 1, 0, 0, 1.31856e-05, 0.002572, 8.22929e-17, 0.923058, 0.002900, 0.003000, 0.004900, 0.009700, 0.015600, 0.026000, 0.044000, 0.142300,  0.381400, 0.735100, 2.071000, 5.602100, 50.302100, 36.841600, 3.691100, 0.126200

LT, 60, 90, 10, 20, 0, 42, 244, 1.886927, 1000000, 0, 0, 0, 0, 0, 0, 2.50757e-09, 1.8385e-06, 0, 0.00178201, 0.000000, 0.000000, 0.000100, 0.000200, 0.000200, 0.000600, 0.002000, 0.006100,  0.026200, 0.103000, 0.584300, 4.290500, 28.139200, 54.893700, 11.737900, 0.216000
EC, 60, 90, 10, 20, 0, 42, 244, 3.100107, 999989, 11, 0, 11, 0, 0, 0, 1.22679e-05, 0.00206692, 0, 0.964244, 0.002400, 0.007600, 0.008900, 0.018200, 0.028900, 0.054800, 0.099800, 0.180300,  0.330500, 0.676900, 1.777600, 4.357900, 15.513100, 62.413200, 13.762600, 0.766200

LT, 60, 90, 10, 20, 0, 255, 315, 1.721116, 999999, 1, 0, 0, 1, 0, 0, 1.87689e-08, 1.42511e-05, 1.85517e-16, 0.0136225, 0.000000, 0.000100, 0.000100, 0.000100, 0.000300, 0.000900, 0.004400, 0.011700,  0.043000, 0.171100, 0.846500, 6.680600, 52.669700, 35.886200, 3.662300, 0.022900
EC, 60, 90, 10, 20, 0, 255, 315, 3.141598, 999978, 22, 0, 22, 0, 0, 0, 2.576e-05, 0.00332898, 0, 0.98459, 0.006100, 0.012100, 0.017600, 0.028300, 0.049300, 0.086700, 0.161700, 0.297700,  0.713700, 1.500100, 2.968400, 5.601800, 18.488500, 57.783200, 11.660100, 0.622500

LT, 60, 90, 10, 20, 0, 72, 232, 1.881439, 1000000, 0, 0, 0, 0, 0, 0, 5.60919e-10, 4.02311e-07, 0, 0.000394557, 0.000000, 0.000000, 0.000000, 0.000100, 0.000300, 0.001600, 0.002100, 0.009000,  0.029900, 0.093300, 0.383200, 2.025900, 14.004300, 61.702100, 21.153500, 0.594700
EC, 60, 90, 10, 20, 0, 72, 232, 3.092363, 999997, 3, 0, 3, 0, 0, 0, 4.87376e-06, 0.00125968, 0, 0.677092, 0.001300, 0.002000, 0.001700, 0.005900, 0.009200, 0.017300, 0.029900, 0.060700,  0.127200, 0.571100, 1.945200, 5.261200, 12.856500, 52.595300, 24.916700, 1.598500

LT, 60, 90, 10, 20, 0, 175, 184, 1.673683, 1000000, 0, 0, 0, 0, 0, 0, 3.19036e-07, 0.000293709, 2.77919e-15, 0.293508, 0.000100, 0.000000, 0.000500, 0.001300, 0.004700, 0.013500, 0.067200, 0.174800,  0.397600, 1.491800, 6.251900, 61.640700, 28.067100, 1.871300, 0.017500, 0.000000
EC, 60, 90, 10, 20, 0, 175, 184, 3.168228, 1000000, 0, 0, 0, 0, 0, 0, 1.1312e-08, 1.06991e-05, 1.35157e-16, 0.0106977, 0.000000, 0.000100, 0.000000, 0.000100, 0.000400, 0.001000, 0.071900, 0.429300,  0.942300, 1.850700, 4.118500, 27.050600, 56.916600, 8.140100, 0.471100, 0.007300

LT, 60, 90, 10, 20, 0, 2, 7, 1.804037, 1000000, 0, 0, 0, 0, 0, 0, 5.12511e-07, 7.92545e-07, 1.2866e-13, 0.000181541, 0.000000, 0.000000, 0.000000, 0.000300, 0.002500, 17.099400, 44.000500, 22.008100,  8.473800, 4.180000, 3.103200, 1.088600, 0.043600, 0.000000, 0.000000, 0.000000
EC, 60, 90, 10, 20, 0, 2, 7, 3.372257, 999132, 868, 0, 855, 13, 0, 0, 0.000861792, 0.0150149, 2.92157e-15, 0.999771, 0.286500, 0.514600, 0.716200, 1.242900, 2.600700, 8.722700, 13.170800, 7.129200,  2.968400, 3.893800, 39.222700, 17.445500, 1.838100, 0.159700, 0.001400, 0.000000

LT, 60, 90, 10, 20, 0, 14, 191, 1.854233, 1000000, 0, 0, 0, 0, 0, 0, 4.10659e-11, 1.54881e-08, 0, 1.4468e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000500, 0.002200, 0.011300,  0.094100, 0.910200, 3.401400, 20.914600, 46.938800, 24.623900, 3.082300, 0.020600
EC, 60, 90, 10, 20, 0, 14, 191, 3.098778, 1000000, 0, 0, 0, 0, 0, 0, 8.90217e-07, 0.000773353, 1.49599e-16, 0.770861, 0.000100, 0.000400, 0.000100, 0.000400, 0.001200, 0.002100, 0.013600, 0.277400,  0.723200, 1.398800, 2.845900, 9.255500, 64.425200, 19.432000, 1.590600, 0.033500

LT, 60, 90, 10, 20, 0, 29, 305, 1.767568, 1000000, 0, 0, 0, 0, 0, 0, 1.31299e-09, 1.03365e-06, 2.08197e-16, 0.00100331, 0.000000, 0.000000, 0.000100, 0.000100, 0.000100, 0.000400, 0.002000, 0.008200,  0.027200, 0.146900, 1.096700, 12.243000, 56.359100, 27.289100, 2.805000, 0.022100
EC, 60, 90, 10, 20, 0, 29, 305, 3.152415, 999966, 34, 0, 34, 0, 0, 0, 2.28991e-05, 0.00235857, 0, 0.892963, 0.006800, 0.017700, 0.020500, 0.034200, 0.060500, 0.117500, 0.188700, 0.491100,  1.060300, 1.227900, 1.240700, 3.697000, 31.812900, 52.485200, 7.143300, 0.392300

LT, 60, 90, 10, 20, 0, 45, 65, 1.724400, 1000000, 0, 0, 0, 0, 0, 0, 1.77846e-09, 1.13741e-06, 5.11755e-16, 0.0011258, 0.000000, 0.000000, 0.000100, 0.000100, 0.001500, 0.002800, 0.010100, 0.030900,  0.133200, 0.634300, 4.788100, 45.023200, 43.373800, 5.853500, 0.148000, 0.000400
EC, 60, 90, 10, 20, 0, 45, 65, 3.173956, 999958, 42, 0, 41, 1, 0, 0, 3.01021e-05, 0.00297786, 0, 0.987845, 0.009500, 0.021200, 0.024700, 0.045300, 0.086300, 0.150700, 0.280300, 0.883100,  1.496800, 0.896800, 0.745200, 2.803700, 52.143900, 36.226100, 3.982300, 0.199900

LT, 60, 90, 10, 20, 0, 77, 270, 1.890604, 1000000, 0, 0, 0, 0, 0, 0, 6.38268e-11, 2.89654e-08, 0, 2.76299e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.001000, 0.002200, 0.008400,  0.026800, 0.091000, 0.354100, 2.004000, 12.190300, 62.111400, 22.601200, 0.609500
EC, 60, 90, 10, 20, 0, 77, 270, 3.076845, 999992, 8, 0, 8, 0, 0, 0, 1.83389e-05, 0.00282166, 0, 0.930429, 0.004800, 0.006100, 0.007600, 0.014100, 0.023100, 0.043200, 0.080000, 0.140200,  0.302800, 0.823400, 2.120400, 4.313700, 9.195300, 53.644300, 27.158200, 2.122000

LT, 60, 90, 10, 20, 0, 93, 189, 1.777700, 1000000, 0, 0, 0, 0, 0, 0, 2.12932e-10, 9.97088e-08, 0, 9.29478e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.001900, 0.004900, 0.013000,  0.044700, 0.143000, 0.518700, 2.295500, 16.229200, 63.555200, 16.766400, 0.427300
EC, 60, 90, 10, 20, 0, 93, 189, 3.062829, 999997, 3, 0, 2, 1, 0, 0, 1.06834e-05, 0.00202761, 0, 0.932188, 0.002900, 0.003400, 0.006000, 0.013400, 0.018000, 0.039700, 0.064500, 0.112900,  0.207400, 0.715300, 1.802800, 4.564400, 15.402000, 50.180400, 25.395600, 1.471000

LT, 60, 90, 10, 20, 0, 102, 333, 1.873678, 1000000, 0, 0, 0, 0, 0, 0, 3.01952e-10, 2.71473e-07, 1.3692e-17, 0.000270973, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.000200, 0.001600, 0.006000,  0.020900, 0.099900, 0.599500, 5.741100, 49.160200, 38.283800, 6.031100, 0.055500
EC, 60, 90, 10, 20, 0, 102, 333, 3.126605, 999985, 15, 0, 15, 0, 0, 0, 2.95473e-05, 0.00352869, 0, 0.979617, 0.007700, 0.007200, 0.012400, 0.023100, 0.043000, 0.079300, 0.140300, 0.283900,  0.368600, 0.691700, 1.532700, 3.898500, 32.329300, 53.220900, 6.994400, 0.365500

LT, 60, 90, 10, 20, 0, 68, 201, 1.876618, 1000000, 0, 0, 0, 0, 0, 0, 1.74173e-10, 6.85644e-08, 0, 4.32953e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.001000, 0.002300, 0.008700,  0.031400, 0.101100, 0.432500, 2.403700, 17.117700, 61.643000, 17.784000, 0.474200
EC, 60, 90, 10, 20, 0, 68, 201, 3.078294, 999999, 1, 0, 1, 0, 0, 0, 3.02246e-06, 0.000856657, 0, 0.56388, 0.000900, 0.001900, 0.002200, 0.005100, 0.005700, 0.013400, 0.030000, 0.053400,  0.119300, 0.576600, 1.760800, 5.012700, 12.529700, 53.874100, 24.393100, 1.621000

LT, 60, 90, 10, 20, 0, 173, 188, 1.685009, 1000000, 0, 0, 0, 0, 0, 0, 8.99024e-08, 6.16385e-05, 6.51821e-16, 0.0589581, 0.000000, 0.000200, 0.000300, 0.000800, 0.002100, 0.007300, 0.032500, 0.131500,  0.242200, 0.808000, 2.979200, 28.422000, 59.385100, 7.799400, 0.188900, 0.000500
EC, 60, 90, 10, 20, 0, 173, 188, 3.134885, 1000000, 0, 0, 0, 0, 0, 0, 7.54716e-10, 4.49031e-07, 7.16123e-17, 0.000432263, 0.000000, 0.000000, 0.000000, 0.000200, 0.000200, 0.000800, 0.013500, 0.247200,  0.707700, 1.417400, 3.027000, 8.795100, 62.846000, 21.271800, 1.634400, 0.038700

LT, 60, 90, 10, 20, 0, 145, 201, 1.733311, 1000000, 0, 0, 0, 0, 0, 0, 2.66297e-09, 1.49074e-06, 4.71201e-17, 0.00128458, 0.000000, 0.000000, 0.000100, 0.000300, 0.000600, 0.002200, 0.007500, 0.025400,  0.078900, 0.274200, 1.169400, 3.280700, 23.218000, 62.266100, 9.550600, 0.126000
EC, 60, 90, 10, 20, 0, 145, 201, 3.065789, 999999, 1, 0, 0, 1, 0, 0, 2.76501e-06, 0.000793121, 0, 0.392787, 0.001100, 0.000900, 0.001200, 0.002900, 0.004400, 0.007300, 0.014400, 0.025400,  0.157200, 0.723900, 1.729500, 5.340400, 13.880700, 57.162600, 19.719600, 1.228400

LT, 60, 90, 10, 20, 0, 154, 323, 1.906414, 1000000, 0, 0, 0, 0, 0, 0, 3.15481e-09, 3.12143e-06, 0, 0.00312141, 0.000000, 0.000000, 0.000100, 0.000000, 0.000100, 0.000500, 0.002000, 0.006900,  0.021100, 0.080400, 0.395100, 2.596300, 32.855300, 51.758500, 12.107300, 0.176400
EC, 60, 90, 10, 20, 0, 154, 323, 3.072235, 999998, 2, 0, 1, 1, 0, 0, 2.26859e-06, 0.000935426, 1.9787e-17, 0.57848, 0.000500, 0.000800, 0.000600, 0.001600, 0.003700, 0.007400, 0.012400, 0.030700,  0.332700, 0.851800, 1.885800, 5.460200, 19.498900, 59.857800, 11.396900, 0.658000

LT, 60, 90, 10, 20, 0, 199, 355, 1.831474, 1000000, 0, 0, 0, 0, 0, 0, 3.94931e-08, 3.94626e-05, 2.12377e-16, 0.0394626, 0.000000, 0.000100, 0.000000, 0.000000, 0.000000, 0.000100, 0.002500, 0.018500,  0.226500, 1.890900, 19.004100, 46.724300, 22.655800, 9.147100, 0.328200, 0.001900
EC, 60, 90, 10, 20, 0, 199, 355, 3.078374, 999983, 17, 0, 17, 0, 0, 0, 2.2094e-05, 0.00299453, 2.66844e-16, 0.8761, 0.005000, 0.008100, 0.011000, 0.020100, 0.033700, 0.060100, 0.166500, 0.342600,  0.470700, 0.932900, 3.960400, 63.306800, 27.892300, 2.681800, 0.104900, 0.001400

LT, 60, 90, 10, 20, 0, 1, 2, 1.797227, 999998, 2, 0, 1, 1, 0, 0, 0.000608136, 0.000905434, 1.90466e-12, 0.0107184, 0.000000, 0.000500, 21.251300, 38.948500, 19.833300, 10.322500, 4.799100, 2.212900,  1.300000, 1.071700, 0.252300, 0.007700, 0.000000, 0.000000, 0.000000, 0.000000
EC, 60, 90, 10, 20, 0, 1, 2, 3.435550, 992785, 7215, 0, 6895, 127, 0, 193, 0.00736958, 0.0444755, 9.1324e-14, 0.999937, 2.406500, 4.250600, 5.926100, 10.811900, 21.678300, 21.557200, 14.020500, 10.909500,  7.326500, 0.353500, 0.034500, 0.002800, 0.000500, 0.000100, 0.000000, 0.000000


LT, 60, 90, 100, 200, 0, 80, 230, 1.824331, 1000000, 0, 0, 0, 0, 0, 0, 1.00962e-08, 7.54302e-06, 6.16727e-16, 0.00744889, 0.000000, 0.000000, 0.000200, 0.000600, 0.000700, 0.003800, 0.008400, 0.034000,  0.139800, 0.777700, 7.245200, 63.165600, 25.899200, 2.642300, 0.082300, 0.000200
EC, 60, 90, 100, 200, 0, 80, 230, 3.071136, 999998, 2, 0, 2, 0, 0, 0, 1.75346e-06, 0.000424501, 7.2413e-17, 0.29251, 0.000300, 0.002800, 0.003000, 0.005100, 0.008900, 0.017500, 0.029400, 0.061500,  0.145100, 0.645000, 2.403000, 50.717200, 40.837800, 4.662100, 0.431800, 0.029300

LT, 60, 90, 100, 200, 0, 70, 300, 1.875152, 999999, 1, 0, 0, 1, 0, 0, 2.41349e-09, 1.20996e-06, 7.55727e-16, 0.00110044, 0.000000, 0.000000, 0.000100, 0.000400, 0.000800, 0.002400, 0.007300, 0.030100,  0.153400, 1.119200, 19.745200, 61.462200, 15.956200, 1.494100, 0.028400, 0.000100
EC, 60, 90, 100, 200, 0, 70, 300, 3.098674, 999988, 12, 0, 12, 0, 0, 0, 2.10261e-05, 0.00289852, 1.36763e-17, 0.999901, 0.005700, 0.006900, 0.011700, 0.021400, 0.037900, 0.067900, 0.118100, 0.217700,  0.516300, 1.183000, 3.564600, 65.711100, 25.598000, 2.663500, 0.255700, 0.019300

LT, 60, 90, 100, 200, 0, 33, 65, 1.784721, 999998, 2, 0, 2, 0, 0, 0, 5.41122e-08, 5.08022e-05, 3.41317e-15, 0.0507902, 0.000000, 0.000100, 0.000000, 0.000600, 0.002000, 0.005300, 0.035200, 0.250600,  2.240100, 34.080900, 50.906400, 11.342200, 1.097100, 0.038900, 0.000400, 0.000000
EC, 60, 90, 100, 200, 0, 33, 65, 3.176163, 999956, 44, 0, 42, 2, 0, 0, 2.78828e-05, 0.00274029, 1.75445e-16, 0.886546, 0.008400, 0.019100, 0.027400, 0.047100, 0.087100, 0.155700, 0.283800, 0.788600,  1.635200, 3.223500, 33.668700, 52.337600, 6.973000, 0.683700, 0.053600, 0.003100

LT, 60, 90, 100, 200, 0, 30, 200, 1.887749, 1000000, 0, 0, 0, 0, 0, 0, 4.87127e-09, 3.12089e-06, 2.08885e-15, 0.00292219, 0.000000, 0.000000, 0.000100, 0.000200, 0.001000, 0.002300, 0.008700, 0.047100,  0.344500, 3.215400, 39.181200, 44.791100, 11.405900, 0.992500, 0.010000, 0.000000
EC, 60, 90, 100, 200, 0, 30, 200, 3.093707, 1000000, 0, 0, 0, 0, 0, 0, 1.57012e-06, 0.000719108, 2.36141e-16, 0.420938, 0.000500, 0.000300, 0.000200, 0.000600, 0.000900, 0.003300, 0.010500, 0.062800,  0.467400, 1.231600, 20.717800, 65.791800, 10.576700, 1.041600, 0.089700, 0.004300

LT, 60, 90, 100, 200, 0, 130, 250, 1.850603, 1000000, 0, 0, 0, 0, 0, 0, 4.68956e-09, 3.10093e-06, 5.3389e-16, 0.00303455, 0.000000, 0.000000, 0.000100, 0.000400, 0.001600, 0.003300, 0.010600, 0.035700,  0.144200, 0.745400, 5.773900, 61.999900, 28.278400, 2.916900, 0.089300, 0.000300
EC, 60, 90, 100, 200, 0, 130, 250, 3.066841, 999992, 8, 0, 8, 0, 0, 0, 4.99799e-06, 0.00156644, 0, 0.945498, 0.000700, 0.004000, 0.004500, 0.009400, 0.015600, 0.028900, 0.050700, 0.101200,  0.198500, 0.469900, 1.583800, 44.635000, 46.645500, 5.670800, 0.542800, 0.037900

LT, 60, 90, 100, 200, 0, 24, 55, 1.750934, 1000000, 0, 0, 0, 0, 0, 0, 3.21128e-09, 8.55796e-07, 9.36124e-15, 0.000559372, 0.000000, 0.000000, 0.000000, 0.000600, 0.002400, 0.007700, 0.048900, 0.379500,  4.896600, 49.874100, 36.591600, 7.481400, 0.698800, 0.018300, 0.000100, 0.000000
EC, 60, 90, 100, 200, 0, 24, 55, 3.198899, 999948, 52, 0, 51, 1, 0, 0, 3.25444e-05, 0.00265234, 1.93432e-16, 0.902605, 0.010700, 0.022700, 0.035900, 0.055100, 0.106500, 0.181600, 0.344200, 1.083000,  1.968700, 3.565200, 45.328700, 41.867000, 4.899800, 0.474100, 0.048400, 0.003200

LT, 60, 90, 100, 200, 0, 190, 210, 1.791847, 1000000, 0, 0, 0, 0, 0, 0, 2.44611e-08, 8.27987e-06, 2.99562e-15, 0.00685966, 0.000000, 0.000000, 0.000500, 0.001700, 0.005700, 0.021900, 0.064900, 0.230300,  1.015500, 11.061900, 69.889900, 16.106600, 1.523400, 0.077600, 0.000100, 0.000000
EC, 60, 90, 100, 200, 0, 190, 210, 3.063975, 999997, 3, 0, 3, 0, 0, 0, 8.95958e-06, 0.00207157, 1.7397e-17, 0.908837, 0.002100, 0.002800, 0.003400, 0.008100, 0.014600, 0.025600, 0.054800, 0.152200,  0.423500, 0.999800, 49.226700, 43.528500, 5.013400, 0.495300, 0.046100, 0.002800

LT, 60, 90, 100, 200, 0, 42, 244, 1.887064, 1000000, 0, 0, 0, 0, 0, 0, 5.93827e-08, 5.89667e-05, 2.39285e-15, 0.0589666, 0.000000, 0.000100, 0.000000, 0.000100, 0.000700, 0.002500, 0.007200, 0.038200,  0.247500, 1.964900, 25.770200, 56.453700, 14.184400, 1.307700, 0.022800, 0.000000
EC, 60, 90, 100, 200, 0, 42, 244, 3.084855, 999976, 24, 0, 24, 0, 0, 0, 1.42921e-05, 0.00255177, 1.84266e-16, 0.873554, 0.002900, 0.006600, 0.009900, 0.014200, 0.029600, 0.050600, 0.091100, 0.175300,  0.361800, 0.815200, 6.004500, 71.543700, 18.805100, 1.902700, 0.172400, 0.012000

LT, 60, 90, 100, 200, 0, 255, 315, 1.724056, 1000000, 0, 0, 0, 0, 0, 0, 1.18041e-08, 8.56191e-06, 2.3766e-15, 0.00845912, 0.000000, 0.000000, 0.000200, 0.000500, 0.001100, 0.004100, 0.017500, 0.081200,  0.567900, 5.508300, 50.226600, 38.045100, 5.160600, 0.383700, 0.003200, 0.000000
EC, 60, 90, 100, 200, 0, 255, 315, 3.136977, 999979, 21, 0, 20, 1, 0, 0, 2.23875e-05, 0.00264963, 1.41697e-16, 0.995825, 0.006400, 0.010700, 0.014900, 0.026500, 0.049700, 0.087000, 0.162600, 0.311800,  0.813700, 1.729000, 8.038700, 69.981900, 16.872600, 1.719500, 0.160600, 0.012300

LT, 60, 90, 100, 200, 0, 72, 232, 1.866204, 1000000, 0, 0, 0, 0, 0, 0, 8.20426e-09, 6.32046e-06, 1.35123e-15, 0.00621383, 0.000000, 0.000000, 0.000200, 0.000200, 0.000400, 0.003500, 0.007400, 0.030000,  0.149400, 0.862600, 8.514400, 63.775300, 24.162100, 2.425700, 0.068800, 0.000000
EC, 60, 90, 100, 200, 0, 72, 232, 3.067393, 999999, 1, 0, 1, 0, 0, 0, 3.13537e-06, 0.000781816, 9.19773e-18, 0.565783, 0.000800, 0.003200, 0.001800, 0.003900, 0.008800, 0.013400, 0.028600, 0.063100,  0.157400, 0.714600, 2.492100, 54.289500, 37.595500, 4.206400, 0.395100, 0.025700

LT, 60, 90, 100, 200, 0, 175, 184, 1.669383, 999997, 3, 0, 1, 2, 0, 0, 2.94738e-07, 0.000119492, 2.19069e-14, 0.111549, 0.000100, 0.000800, 0.001600, 0.004700, 0.013700, 0.070600, 0.178300, 0.424100,  1.773400, 59.950700, 33.885600, 3.423700, 0.268000, 0.004400, 0.000000, 0.000000
EC, 60, 90, 100, 200, 0, 175, 184, 3.162806, 1000000, 0, 0, 0, 0, 0, 0, 1.28585e-09, 4.81551e-07, 7.61752e-16, 0.000451899, 0.000000, 0.000000, 0.000000, 0.000200, 0.000500, 0.003200, 0.075400, 0.470400,  1.158500, 22.054800, 64.999800, 10.125200, 1.015000, 0.090800, 0.006000, 0.000200

LT, 60, 90, 100, 200, 0, 2, 7, 1.801246, 999991, 9, 0, 3, 6, 0, 0, 4.6814e-05, 7.66547e-05, 1.39102e-12, 0.0165205, 0.000000, 0.000100, 0.002200, 18.100000, 30.260400, 26.873300, 13.727500, 6.063900,  3.562500, 1.259200, 0.144200, 0.005800, 0.000000, 0.000000, 0.000000, 0.000000
EC, 60, 90, 100, 200, 0, 2, 7, 3.362961, 999081, 919, 0, 905, 14, 0, 0, 0.00109715, 0.0174316, 5.41403e-15, 0.998401, 0.415900, 0.348400, 0.689800, 1.240900, 2.609400, 8.782200, 13.166800, 7.386100,  34.877500, 26.992300, 3.069700, 0.297300, 0.028900, 0.002700, 0.000200, 0.000000

LT, 60, 90, 100, 200, 0, 14, 191, 1.857669, 1000000, 0, 0, 0, 0, 0, 0, 7.27467e-10, 2.19549e-07, 1.88847e-15, 0.000168723, 0.000000, 0.000000, 0.000000, 0.000100, 0.000800, 0.001800, 0.016900, 0.166700,  1.633000, 20.019400, 47.932900, 24.237700, 5.655100, 0.333400, 0.002200, 0.000000
EC, 60, 90, 100, 200, 0, 14, 191, 3.094553, 999999, 1, 0, 0, 1, 0, 0, 2.13716e-07, 0.000185358, 2.18315e-16, 0.18477, 0.000100, 0.000100, 0.000500, 0.000300, 0.001700, 0.003100, 0.018700, 0.285300,  0.828900, 3.214800, 69.267200, 23.684100, 2.444500, 0.229000, 0.020700, 0.000900

LT, 60, 90, 100, 200, 0, 29, 305, 1.764773, 999999, 1, 0, 0, 1, 0, 0, 2.29192e-10, 3.41944e-08, 4.92595e-15, 1.677e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000500, 0.001900, 0.009600, 0.066000,  0.510900, 10.713100, 55.930500, 28.453100, 4.027100, 0.285400, 0.001800, 0.000000
EC, 60, 90, 100, 200, 0, 29, 305, 3.148893, 999967, 33, 0, 33, 0, 0, 0, 2.1956e-05, 0.00233547, 0, 0.961036, 0.006700, 0.015200, 0.019500, 0.036000, 0.061300, 0.108300, 0.201200, 0.493200,  1.154900, 1.436500, 25.338500, 61.172000, 8.965600, 0.898500, 0.083700, 0.005600

LT, 60, 90, 100, 200, 0, 45, 65, 1.729220, 999999, 1, 0, 0, 1, 0, 0, 1.67253e-08, 1.03792e-05, 2.41192e-14, 0.0100282, 0.000000, 0.000100, 0.000100, 0.000800, 0.003100, 0.010400, 0.059200, 0.425600,  3.943500, 43.057200, 45.214100, 6.686700, 0.585900, 0.013200, 0.000000, 0.000000
EC, 60, 90, 100, 200, 0, 45, 65, 3.173875, 999965, 35, 0, 34, 1, 0, 0, 2.95918e-05, 0.00286303, 3.83998e-18, 0.943666, 0.010600, 0.014700, 0.026300, 0.046300, 0.081800, 0.151800, 0.277100, 0.915700,  1.503700, 1.085200, 50.556000, 40.286300, 4.535400, 0.456200, 0.046600, 0.002800

LT, 60, 90, 100, 200, 0, 77, 270, 1.890077, 999999, 1, 0, 0, 1, 0, 0, 3.31186e-09, 2.008e-06, 1.03107e-15, 0.00176512, 0.000000, 0.000000, 0.000100, 0.000400, 0.000800, 0.003400, 0.006700, 0.029500,  0.125400, 0.721500, 7.759300, 63.582200, 25.150500, 2.547100, 0.073000, 0.000000
EC, 60, 90, 100, 200, 0, 77, 270, 3.072998, 999990, 10, 0, 10, 0, 0, 0, 1.25301e-05, 0.00234022, 5.77663e-17, 0.968179, 0.003000, 0.004600, 0.007000, 0.013800, 0.028100, 0.045300, 0.075600, 0.139600,  0.310000, 0.944700, 2.620500, 55.174600, 36.207900, 3.997600, 0.395900, 0.030800

LT, 60, 90, 100, 200, 0, 93, 189, 1.778609, 1000000, 0, 0, 0, 0, 0, 0, 2.50391e-09, 9.2626e-07, 6.67867e-16, 0.000567341, 0.000000, 0.000000, 0.000000, 0.000500, 0.001000, 0.004500, 0.014400, 0.046800,  0.202600, 1.098100, 10.604600, 67.212900, 18.932300, 1.833900, 0.048300, 0.000100
